Level I,Level II,Level III,Level IV,Level V,Level VI,Level VII,Level VIII,,,,,,,,,,,,,,,,,,
,,,,,Umbraco,,,,,,,,,,,,,,,,,,,,
,,,,,EpiServer,,,,,,,,,,,,,,,,,,,,
,,,,,Kentico,,,,,,,,,,,,,,,,,,,,
,,,,,Kooboo CMS,,,,,,,,,,,,,,,,,,,,
,,,,,Yendo,,,,,,,,,,,,,,,,,,,,
,,,,,Sitefinity,,,,,,,,,,,,,,,,,,,,
,,,,,Other,,,,,,,,,,,,,,,,,,,,
,,,,Java (CMS),,,,,,,,,,,,,,,,,,,,,
,,,,,Apache Roller,,,,,,,,,,,,,,,,,,,,
,,,,,OpenCms,,,,,,,,,,,,,,,,,,,,
,,,,,Ametys CMS,,,,,,,,,,,,,,,,,,,,
,,,,,Liferay,,,,,,,,,,,,,,,,,,,,
,,,,,eXo Platform,,,,,,,,,,,,,,,,,,,,
,,,,,Dspace,,,,,,,,,,,,,,,,,,,,
,,,,,Enonic,,,,,,,,,,,,,,,,,,,,
,,,,,Fedora Commons,,,,,,,,,,,,,,,,,,,,
,,,,,Dotcms,,,,,,,,,,,,,,,,,,,,
,,,,,LogicalDOC,,,,,,,,,,,,,,,,,,,,
,,,,,Nuxeo EP,,,,,,,,,,,,,,,,,,,,
,,,,,Alfresco Community Edition,,,,,,,,,,,,,,,,,,,,
,,,,,Magnolia,,,,,,,,,,,,,,,,,,,,
,,,,,Hippo CMS,,,,,,,,,,,,,,,,,,,,
,,,,,VosaoCMS,,,,,,,,,,,,,,,,,,,,
,,,,,Yanel,,,,,,,,,,,,,,,,,,,,
,,,,,OpenWGA,,,,,,,,,,,,,,,,,,,,
,,,,,Jahia Community Distribution,,,,,,,,,,,,,,,,,,,,
,,,,,OpenKM,,,,,,,,,,,,,,,,,,,,
,,,,,Thingamablog,,,,,,,,,,,,,,,,,,,,
,,,RIA,,,,,,,,,,,,,,,,,,,,,,
,,,,.NET (RIA),,,,,,,,,,,,,,,,,,,,,
,,,,,Silverlight,,,,,,,,,,,,,,,,,,,,
,,,,Java (RIA),,,,,,,,,,,,,,,,,,,,,
,,,,,JavaFX,,,,,,,,,,,,,,,,,,,,
,,,,,Java applet,,,,,,,,,,,,,,,,,,,,
,,,,Action script (RIA),,,,,,,,,,,,,,,,,,,,,
,,,,,Adobe Flash,,,,,,,,,,,,,,,,,,,,
,,,,,Apache Flex,,,,,,,,,,,,,,,,,,,,
,,,Common Practicies,,,,,,,,,,,,,,,,,,,,,,
,,,,­-,,,,,,,,,,,,,,,,,,,,,
,,,,,XML Schema,,,,,,,,,,,,,,,,,,,,
,,,,,XSLT,,,,,,,,,,,,,,,,,,,,
,,,,,Xpath,,,,,,,,,,,,,,,,,,,,
,,Application development(desktop+mobile),,,,,,,,,,,,,,,,,,,,,,,
,,,Java,,,,,,,,,,,,,,,,,,,,,,
,,,,Android,,,,,,,,,,,,,,,,,,,,,
,,,,,SDK,,,,,,,,,,,,,,,,,,,,
,,,,,NDK,,,,,,,,,,,,,,,,,,,,
,,,,,Communications,,,,,,,,,,,,,,,,,,,,
,,,,Java SE,,,,,,,,,,,,,,,,,,,,,
,,,,,Swing,,,,,,,,,,,,,,,,,,,,
,,,,,AWT,,,,,,,,,,,,,,,,,,,,
,,,,,Java2D,,,,,,,,,,,,,,,,,,,,
,,,,,CORBA,,,,,,,,,,,,,,,,,,,,
,,,,NetBeans,,,,,,,,,,,,,,,,,,,,,
,,,,Java EE,,,,,,,,,,,,,,,,,,,,,
,,,,,Servlet,,,,,,,,,,,,,,,,,,,,
,,,,,Websocket,,,,,,,,,,,,,,,,,,,,
,,,,,Faces,,,,,,,,,,,,,,,,,,,,
,,,,,CDI,,,,,,,,,,,,,,,,,,,,
,,,,,EJB,,,,,,,,,,,,,,,,,,,,
,,,,,JPA,,,,,,,,,,,,,,,,,,,,
,,,,,JTA,,,,,,,,,,,,,,,,,,,,
,,,,,JASPIC,,,,,,,,,,,,,,,,,,,,
,,,,,Concurrent,,,,,,,,,,,,,,,,,,,,
,,,,,JMS,,,,,,,,,,,,,,,,,,,,
,,,,,Batch,,,,,,,,,,,,,,,,,,,,
,,,,,JCA,,,,,,,,,,,,,,,,,,,,
,,,,,JPA,,,,,,,,,,,,,,,,,,,,
,,,,,JSP,,,,,,,,,,,,,,,,,,,,
,,,,,JSTL,,,,,,,,,,,,,,,,,,,,
,,,,,JSF,,,,,,,,,,,,,,,,,,,,
,,,,,JNDI,,,,,,,,,,,,,,,,,,,,
,,,,,JAAS,,,,,,,,,,,,,,,,,,,,
,,,,,JavaMail,,,,,,,,,,,,,,,,,,,,
,,,,,JACC,,,,,,,,,,,,,,,,,,,,
,,,,,JAF,,,,,,,,,,,,,,,,,,,,
,,,,,JAX-WS,,,,,,,,,,,,,,,,,,,,
,,,,,StAX,,,,,,,,,,,,,,,,,,,,
,,,,App servers,,,,,,,,,,,,,,,,,,,,,
,,,,,Glassfish,,,,,,,,,,,,,,,,,,,,
,,,,,Jboss,,,,,,,,,,,,,,,,,,,,
,,,,,WebLogic,,,,,,,,,,,,,,,,,,,,
,,,,,WebSphere,,,,,,,,,,,,,,,,,,,,
,,,,,Tomcat,,,,,,,,,,,,,,,,,,,,
,,,,,Jetty,,,,,,,,,,,,,,,,,,,,
,,,,,Apache TomEE,,,,,,,,,,,,,,,,,,,,
,,,,,WildFly,,,,,,,,,,,,,,,,,,,,
,,,,,Apache Geronimo,,,,,,,,,,,,,,,,,,,,
,,,,,Enhydra Enterprise,,,,,,,,,,,,,,,,,,,,
,,,,,JOnAS,,,,,,,,,,,,,,,,,,,,
,,,,,Resin,,,,,,,,,,,,,,,,,,,,
,,,,,Apache OpenEJB,,,,,,,,,,,,,,,,,,,,
,,,C++,,,,,,,,,,,,,,,,,,,,,,
,,,,Windows,,,,,,,,,,,,,,,,,,,,,
,,,,,MFC,,,,,,,,,,,,,,,,,,,,
,,,,,VCL,,,,,,,,,,,,,,,,,,,,
,,,,,GDI+,,,,,,,,,,,,,,,,,,,,
,,,,,COM,,,,,,,,,,,,,,,,,,,,
,,,,,WinAPI,,,,,,,,,,,,,,,,,,,,
,,,,,ATL,,,,,,,,,,,,,,,,,,,,
,,,,,ActiveX,,,,,,,,,,,,,,,,,,,,
,,,,,Sharepoint,,,,,,,,,,,,,,,,,,,,
,,,,Linux,,,,,,,,,,,,,,,,,,,,,
,,,,Frameworks/,,,,,,,,,,,,,,,,,,,,,
,,,,,C++ Builder,,,,,,,,,,,,,,,,,,,,
,,,,,Qt,,,,,,,,,,,,,,,,,,,,
,,,,Libraries,,,,,,,,,,,,,,,,,,,,,
,,,,,Boost,,,,,,,,,,,,,,,,,,,,
,,,,,STL,,,,,,,,,,,,,,,,,,,,
,,,,,KDE,,,,,,,,,,,,,,,,,,,,
,,,,Compilers,,,,,,,,,,,,,,,,,,,,,
,,,,,GCC,,,,,,,,,,,,,,,,,,,,
,,,,,Microsoft Visual C++,,,,,,,,,,,,,,,,,,,,
,,,,,Clang,,,,,,,,,,,,,,,,,,,,
,,,,,Intel C++ Compiler,,,,,,,,,,,,,,,,,,,,
,,,.NET,,,,,,,,,,,,,,,,,,,,,,
,,,,Presentation,,,,,,,,,,,,,,,,,,,,,
,,,,,Windows Forms,,,,,,,,,,,,,,,,,,,,
,,,,,WPF,,,,,,,,,,,,,,,,,,,,
,,,,,GDI+,,,,,,,,,,,,,,,,,,,,
,,,,Communication,,,,,,,,,,,,,,,,,,,,,
,,,,,WCF,,,,,,,,,,,,,,,,,,,,
,,,,,Sockets,,,,,,,,,,,,,,,,,,,,
,,,,Languages,,,,,,,,,,,,,,,,,,,,,
,,,,,C#,,,,,,,,,,,,,,,,,,,,
,,,,,VB,,,,,,,,,,,,,,,,,,,,
,,,,,F#,,,,,,,,,,,,,,,,,,,,
,,,,,C++,,,,,,,,,,,,,,,,,,,,
,,,Objective-C,,,,,,,,,,,,,,,,,,,,,,
,,,,iOS,,,,,,,,,,,,,,,,,,,,,
,,,,,GCD,,,,,,,,,,,,,,,,,,,,
,,,,,Open GL ES,,,,,,,,,,,,,,,,,,,,
,,,,,Foundation,,,,,,,,,,,,,,,,,,,,
,,,,,AVFoundation,,,,,,,,,,,,,,,,,,,,
,,,,,CoreData,,,,,,,,,,,,,,,,,,,,
,,,,,CoreGraphics,,,,,,,,,,,,,,,,,,,,
,,,,,CoreMotion,,,,,,,,,,,,,,,,,,,,
,,,,,UIKit,,,,,,,,,,,,,,,,,,,,
,,,,,QuartzCore,,,,,,,,,,,,,,,,,,,,
,,Embedded,,,,,,,,,,,,,,,,,,,,,,,
,,,Language,,,,,,,,,,,,,,,,,,,,,,
,,,,C,,,,,,,,,,,,,,,,,,,,,
,,,,C++,,,,,,,,,,,,,,,,,,,,,
,,,,,STL,,,,,,,,,,,,,,,,,,,,
,,,,,GTK+,,,,,,,,,,,,,,,,,,,,
,,,,,Qt,,,,,,,,,,,,,,,,,,,,
,,,,Java,,,,,,,,,,,,,,,,,,,,,
,,,,Scripting,,,,,,,,,,,,,,,,,,,,,
,,,,,Shell,,,,,,,,,,,,,,,,,,,,
,,,,,Bash,,,,,,,,,,,,,,,,,,,,
,,,,,Python,,,,,,,,,,,,,,,,,,,,
,,,,,Perl,,,,,,,,,,,,,,,,,,,,
,,,Target OS,,,,,,,,,,,,,,,,,,,,,,
,,,,Windows,,,,,,,,,,,,,,,,,,,,,
,,,,Linux,,,,,,,,,,,,,,,,,,,,,
,,,,Android,,,,,,,,,,,,,,,,,,,,,
,,,,No_OS,,,,,,,,,,,,,,,,,,,,,
,,,,RTOS,,,,,,,,,,,,,,,,,,,,,
,,,,,MQX,,,,,,,,,,,,,,,,,,,,
,,,,,VxWorks,,,,,,,,,,,,,,,,,,,,
,,,,,QNX,,,,,,,,,,,,,,,,,,,,
,,,,,FreeRTOS,,,,,,,,,,,,,,,,,,,,
,,,,,ThreadX,,,,,,,,,,,,,,,,,,,,
,,,Platforms,,,,,,,,,,,,,,,,,,,,,,
,,,,ARM,,,,,,,,,,,,,,,,,,,,,
,,,,MIPS,,,,,,,,,,,,,,,,,,,,,
,,,,AVR,,,,,,,,,,,,,,,,,,,,,
,,,,x86,,,,,,,,,,,,,,,,,,,,,
,,,Technologies,,,,,,,,,,,,,,,,,,,,,,
,,,,Multimedia,,,,,,,,,,,,,,,,,,,,,
,,,,,Audio,,,,,,,,,,,,,,,,,,,,
,,,,,,OSS,,,,,,,,,,,,,,,,,,,
,,,,,,ALSA,,,,,,,,,,,,,,,,,,,
,,,,,,H264,,,,,,,,,,,,,,,,,,,
,,,,,,AC3,,,,,,,,,,,,,,,,,,,
,,,,,Video,,,,,,,,,,,,,,,,,,,,
,,,,,,FB,,,,,,,,,,,,,,,,,,,
,,,,,,V4L2,,,,,,,,,,,,,,,,,,,
,,,,,,H264,,,,,,,,,,,,,,,,,,,
,,,,,,AC3,,,,,,,,,,,,,,,,,,,
,,,,Networking,,,,,,,,,,,,,,,,,,,,,
,,,,,WiFi,,,,,,,,,,,,,,,,,,,,
,,,,,Ethernet,,,,,,,,,,,,,,,,,,,,
,,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,
,,,,,TCP/IP,,,,,,,,,,,,,,,,,,,,
,,,,,,L2,,,,,,,,,,,,,,,,,,,
,,,,,,L3,,,,,,,,,,,,,,,,,,,
,,,,,,Sockets,,,,,,,,,,,,,,,,,,,
,,,,,,IPSec,,,,,,,,,,,,,,,,,,,
,,,,Device Drivers,,,,,,,,,,,,,,,,,,,,,
,,,,,Bus Drivers,,,,,,,,,,,,,,,,,,,,
,,,,,,USB,,,,,,,,,,,,,,,,,,,
,,,,,,PCI,,,,,,,,,,,,,,,,,,,
,,,,,,I2C,,,,,,,,,,,,,,,,,,,
,,,,,,SPI,,,,,,,,,,,,,,,,,,,
,,,,,,CAN,,,,,,,,,,,,,,,,,,,
,,,,,,CEC,,,,,,,,,,,,,,,,,,,
,,,,,,TTY,,,,,,,,,,,,,,,,,,,
,,,,,Network Drivers,,,,,,,,,,,,,,,,,,,,
,,,,,,WiFi,,,,,,,,,,,,,,,,,,,
,,,,,,Ethernet,,,,,,,,,,,,,,,,,,,
,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,,
,,,,,,DHCP,,,,,,,,,,,,,,,,,,,
,,,,,,BLE,,,,,,,,,,,,,,,,,,,
,,,,,Storage Drivers,,,,,,,,,,,,,,,,,,,,
,,,,,,HDD,,,,,,,,,,,,,,,,,,,
,,,,,,Flash Memory Drivers,,,,,,,,,,,,,,,,,,,
,,,,,,,NOR,,,,,,,,,,,,,,,,,,
,,,,,,,NAND,,,,,,,,,,,,,,,,,,
,,,,,File System Drivers,,,,,,,,,,,,,,,,,,,,
,,,,,,EXT3,,,,,,,,,,,,,,,,,,,
,,,,,,EXT4,,,,,,,,,,,,,,,,,,,
,,,,,,cramfs,,,,,,,,,,,,,,,,,,,
,,,,,,squashfs,,,,,,,,,,,,,,,,,,,
,,,,,,FAT,,,,,,,,,,,,,,,,,,,
,,,,,,FAT32,,,,,,,,,,,,,,,,,,,
,,,,,Multimedia Drivers,,,,,,,,,,,,,,,,,,,,
,,,,,,HDMI,,,,,,,,,,,,,,,,,,,
,,,,,,HDCP,,,,,,,,,,,,,,,,,,,
,,,,,,FB (Framebuffer),,,,,,,,,,,,,,,,,,,
,,,,Cryptography,,,,,,,,,,,,,,,,,,,,,
,,,,,OpenSSL,,,,,,,,,,,,,,,,,,,,
,,,,,Mocana,,,,,,,,,,,,,,,,,,,,
,,,,,DRM,,,,,,,,,,,,,,,,,,,,
,,,,,,PlayReady,,,,,,,,,,,,,,,,,,,
,,,,,,WideVine,,,,,,,,,,,,,,,,,,,
,,,,,,OpenDRM,,,,,,,,,,,,,,,,,,,
,,Unit Testing,,,,,,,,,,,,,,,,,,,,,,,
,,,C++,,,,,,,,,,,,,,,,,,,,,,
,,,,Boost Test Library,,,,,,,,,,,,,,,,,,,,,
,,,,CppUnit,,,,,,,,,,,,,,,,,,,,,
,,,,Google Test,,,,,,,,,,,,,,,,,,,,,
,,,,QtTest,,,,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,,.Net,,,,,,,,,,,,,,,,,,,,,,
,,,,NCover,,,,,,,,,,,,,,,,,,,,,
,,,,nUnit,,,,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,Logging,,,,,,,,,,,,,,,,,,,,,,,
,,,Java Script,,,,,,,,,,,,,,,,,,,,,,
,,,,Intel,,,,,,,,,,,,,,,,,,,,,
,,,,Winston,,,,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,,C++,,,,,,,,,,,,,,,,,,,,,,
,,,,log4cpp,,,,,,,,,,,,,,,,,,,,,
,,,,Apache log4cxx,,,,,,,,,,,,,,,,,,,,,
,,,,Log4Qt,,,,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,,.Net,,,,,,,,,,,,,,,,,,,,,,
,,,,log4net,,,,,,,,,,,,,,,,,,,,,
,,,Java,,,,,,,,,,,,,,,,,,,,,,
,,,,Log4J,,,,,,,,,,,,,,,,,,,,,
,,,,SLF4J,,,,,,,,,,,,,,,,,,,,,
,,,,Logback,,,,,,,,,,,,,,,,,,,,,
,,,,Apache Commons Logging,,,,,,,,,,,,,,,,,,,,,
,,,,tinnylog,,,,,,,,,,,,,,,,,,,,,
,,,,Java Logging API,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,QA,,,,,,,,,,,,,,,,,,,,,,,,
,,Software Test Automation,,,,,,,,,,,,,,,,,,,,,,,
,,,Functional Testing,,,,,,,,,,,,,,,,,,,,,,
,,,,Desktop,,,,,,,,,,,,,,,,,,,,,
,,,,,MS Windows,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Mac OS,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,*nix,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Web,,,,,,,,,,,,,,,,,,,,,
,,,,,Web Applications,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Selenium,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,JMeter,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Web Services,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Selenium,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,SoapUI,,,,,,,,,,,,,,,,,,,
,,,,,,JMeter,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Mobile,,,,,,,,,,,,,,,,,,,,,
,,,,,iOS,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Android,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Win Mobile,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,,,,Other,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,Compatibility Testing,,,,,,,,,,,,,,,,,,,,,,
,,,,Desktop,,,,,,,,,,,,,,,,,,,,,
,,,,,MS Windows,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Mac OS,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,*nix,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Web,,,,,,,,,,,,,,,,,,,,,
,,,,,Web Applications,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Selenium,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,JMeter,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Web Services,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Selenium,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,SoapUI,,,,,,,,,,,,,,,,,,,
,,,,,,JMeter,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Mobile,,,,,,,,,,,,,,,,,,,,,
,,,,,iOS,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Android,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Win Mobile,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,,,,Other,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,UI Testing,,,,,,,,,,,,,,,,,,,,,,
,,,,Desktop,,,,,,,,,,,,,,,,,,,,,
,,,,,MS Windows,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Mac OS,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,*nix,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Web,,,,,,,,,,,,,,,,,,,,,
,,,,,Web Applications,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Selenium,,,,,,,,,,,,,,,,,,,
,,,,,,Test Complete,,,,,,,,,,,,,,,,,,,
,,,,,,HP Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Rational Solutions,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Mobile,,,,,,,,,,,,,,,,,,,,,
,,,,,iOS,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Android,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Win Mobile,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,,,,Other,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,API Testing,,,,,,,,,,,,,,,,,,,,,,
,,,,Desktop,,,,,,,,,,,,,,,,,,,,,
,,,,,MS Windows,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Mac OS,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,*nix,,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Web,,,,,,,,,,,,,,,,,,,,,
,,,,,Web Applications,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Web Services,,,,,,,,,,,,,,,,,,,,
,,,,,,.NET,,,,,,,,,,,,,,,,,,,
,,,,,,Java,,,,,,,,,,,,,,,,,,,
,,,,,,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Mobile,,,,,,,,,,,,,,,,,,,,,
,,,,,iOS,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Android,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Win Mobile,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Other,,,,,,,,,,,,,,,,,,,,,
,,,,,Other,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,Installation and Configuration Testing,,,,,,,,,,,,,,,,,,,,,,
,,,,Desktop,,,,,,,,,,,,,,,,,,,,,
,,,,,MS Windows,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,Mac OS,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,,*nix,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Web,,,,,,,,,,,,,,,,,,,,,
,,,,,Web Applications,Other [Specify],,,,,,,,,,,,,,,,,,,
,,,,Mobile,,,,,,,,,,,,,,,,,,,,,
